Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2015-12-19,19,December,2015,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,476,286,762
2014-01-29,29,January,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,650,390,1040
2016-01-29,29,January,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",32,13,35,693,416,1109
2014-02-04,4,February,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,476,286,762
2016-02-04,4,February,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,411,247,658
2014-02-15,15,February,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,390,234,624
2016-02-15,15,February,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,433,260,693
2014-04-25,25,April,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,520,312,832
2016-04-25,25,April,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,498,299,797
2014-05-03,3,May,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,108,65,173
2016-05-03,3,May,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,108,65,173
2014-05-11,11,May,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,346,208,554
2016-05-11,11,May,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,390,234,624
2014-05-14,14,May,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,65,39,104
2014-05-14,14,May,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,563,338,901
2016-05-14,14,May,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35
2016-05-14,14,May,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,606,364,970
2014-05-21,21,May,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,541,325,866
2016-05-21,21,May,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,520,312,832
2014-06-13,13,June,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,606,364,970
2016-06-13,13,June,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,650,390,1040
2014-06-23,23,June,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,217,130,347
2016-06-23,23,June,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,217,130,347
2014-07-10,10,July,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,606,364,970
2016-07-10,10,July,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,628,377,1005
2014-07-31,31,July,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,303,182,485
2016-07-31,31,July,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,303,182,485
2013-09-15,15,September,2013,49,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,195,117,312
2015-09-15,15,September,2015,49,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,195,117,312
2013-10-08,8,October,2013,49,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,628,377,1005
2015-10-08,8,October,2015,49,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,650,390,1040
2014-06-01,1,June,2014,49,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,541,325,866
2016-06-01,1,June,2016,49,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,541,325,866
2013-09-07,7,September,2013,47,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,303,182,485
2015-09-07,7,September,2015,47,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,260,156,416
2013-12-12,12,December,2013,47,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,368,221,589
2013-12-12,12,December,2013,47,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,238,143,381
2015-12-12,12,December,2015,47,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,411,247,658
2015-12-12,12,December,2015,47,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,173,104,277
2014-06-05,5,June,2014,63,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,476,286,762
2016-06-05,5,June,2016,63,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,520,312,832
2013-08-12,12,August,2013,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,195,117,312
2015-08-12,12,August,2015,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,130,78,208
2013-08-30,30,August,2013,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,43,26,69
2015-08-30,30,August,2015,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,65,39,104
2013-09-24,24,September,2013,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,411,247,658
2015-09-24,24,September,2015,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,411,247,658
2013-11-19,19,November,2013,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,628,377,1005
2015-11-19,19,November,2015,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,563,338,901
2013-12-08,8,December,2013,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,173,104,277
2015-12-08,8,December,2015,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,195,117,312
2014-02-17,17,February,2014,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,585,351,936
2016-02-17,17,February,2016,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,563,338,901
2014-03-09,9,March,2014,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,217,130,347
2016-03-09,9,March,2016,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,152,91,243
2014-03-28,28,March,2014,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,433,260,693
2014-03-28,28,March,2014,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,520,312,832
2016-03-28,28,March,2016,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,433,260,693
2016-03-28,28,March,2016,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,455,273,728
2014-04-22,22,April,2014,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,238,143,381
2016-04-22,22,April,2016,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,260,156,416
2014-05-31,31,May,2014,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,498,299,797
2016-05-31,31,May,2016,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,433,260,693
2014-06-20,20,June,2014,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,520,312,832
2016-06-20,20,June,2016,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,476,286,762
2014-06-28,28,June,2014,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,628,377,1005
2016-06-28,28,June,2016,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,606,364,970
2013-09-13,13,September,2013,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,108,65,173
2015-09-13,13,September,2015,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,152,91,243
2013-10-02,2,October,2013,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,498,299,797
2015-10-02,2,October,2015,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,433,260,693
2013-10-18,18,October,2013,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,498,299,797
2015-10-18,18,October,2015,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,433,260,693
2013-11-19,19,November,2013,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,368,221,589
2015-11-19,19,November,2015,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,346,208,554
2013-12-28,28,December,2013,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,325,195,520
2015-12-28,28,December,2015,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,325,195,520
2014-01-20,20,January,2014,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,325,195,520
2016-01-20,20,January,2016,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,303,182,485
2014-03-15,15,March,2014,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,173,104,277
2016-03-15,15,March,2016,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,195,117,312
2014-05-05,5,May,2014,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,520,312,832
2016-05-05,5,May,2016,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,563,338,901
2014-05-11,11,May,2014,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,65,39,104
2016-05-11,11,May,2016,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,43,26,69
2014-06-11,11,June,2014,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,390,234,624
2016-06-11,11,June,2016,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,411,247,658
2014-06-19,19,June,2014,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,303,182,485
2016-06-19,19,June,2016,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,346,208,554
2014-07-13,13,July,2014,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,390,234,624
2016-07-13,13,July,2016,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,433,260,693
2013-10-07,7,October,2013,45,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,325,195,520
2015-10-07,7,October,2015,45,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,281,169,450
2013-12-03,3,December,2013,45,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,217,130,347
2015-12-03,3,December,2015,45,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,173,104,277
2013-12-06,6,December,2013,45,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,281,169,450
2015-12-06,6,December,2015,45,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,238,143,381
2013-08-13,13,August,2013,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,43,26,69
2015-08-13,13,August,2015,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35
2013-08-27,27,August,2013,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,173,104,277
2015-08-27,27,August,2015,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,152,91,243
2013-10-11,11,October,2013,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,260,156,416
2015-10-11,11,October,2015,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,303,182,485
2013-12-13,13,December,2013,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,585,351,936
2015-12-13,13,December,2015,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,563,338,901
2013-12-17,17,December,2013,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,281,169,450
2015-12-17,17,December,2015,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,238,143,381
2014-01-08,8,January,2014,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,520,312,832
2016-01-08,8,January,2016,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,520,312,832
2014-02-17,17,February,2014,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,498,299,797
2016-02-17,17,February,2016,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,541,325,866
2014-02-27,27,February,2014,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,455,273,728
2016-02-27,27,February,2016,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,498,299,797
2014-03-15,15,March,2014,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,217,130,347
2016-03-15,15,March,2016,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,217,130,347
2014-07-06,6,July,2014,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,498,299,797
2016-07-06,6,July,2016,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,541,325,866
2014-07-28,28,July,2014,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,108,65,173
2016-07-28,28,July,2016,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,152,91,243
2013-08-24,24,August,2013,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,281,169,450
2015-08-24,24,August,2015,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,303,182,485
2013-09-29,29,September,2013,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,43,26,69
2015-09-29,29,September,2015,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35
2013-10-31,31,October,2013,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,65,39,104
2015-10-31,31,October,2015,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,87,52,139
2013-11-08,8,November,2013,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,238,143,381
2015-11-08,8,November,2015,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,173,104,277
2013-12-10,10,December,2013,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,281,169,450
2015-12-10,10,December,2015,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,217,130,347
2013-12-20,20,December,2013,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,43,26,69
2015-12-20,20,December,2015,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35
2014-03-07,7,March,2014,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,238,143,381
2016-03-07,7,March,2016,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,173,104,277
2014-04-06,6,April,2014,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,217,130,347
2014-04-06,6,April,2014,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,541,325,866
2016-04-06,6,April,2016,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,260,156,416
2016-04-06,6,April,2016,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,476,286,762
2014-04-23,23,April,2014,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,541,325,866
2016-04-23,23,April,2016,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,498,299,797
2014-05-11,11,May,2014,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35
2016-05-11,11,May,2016,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35
2014-06-24,24,June,2014,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,390,234,624
2016-06-24,24,June,2016,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,411,247,658
2014-07-27,27,July,2014,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,411,247,658
2016-07-27,27,July,2016,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,390,234,624
2013-08-19,19,August,2013,56,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,87,52,139
2015-08-19,19,August,2015,56,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,108,65,173
2013-09-30,30,September,2013,56,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,217,130,347
2015-09-30,30,September,2015,56,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,152,91,243
2013-10-07,7,October,2013,56,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,520,312,832
2015-10-07,7,October,2015,56,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,476,286,762
2014-04-03,3,April,2014,56,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",30,13,35,650,390,1040
2016-04-03,3,April,2016,56,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",32,13,35,693,416,1109
2014-06-08,8,June,2014,56,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,476,286,762
2016-06-08,8,June,2016,56,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,411,247,658
2013-08-10,10,August,2013,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,455,273,728
2015-08-10,10,August,2015,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,433,260,693
2013-09-18,18,September,2013,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,260,156,416
2015-09-18,18,September,2015,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,281,169,450
2013-10-03,3,October,2013,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,303,182,485
2015-10-03,3,October,2015,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,238,143,381
2013-10-08,8,October,2013,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,43,26,69
2015-10-08,8,October,2015,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,87,52,139
2013-11-26,26,November,2013,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,541,325,866
2015-11-26,26,November,2015,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,585,351,936
2013-12-04,4,December,2013,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35
2015-12-04,4,December,2015,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,65,39,104
2014-01-14,14,January,2014,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,520,312,832
2016-01-14,14,January,2016,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,520,312,832
2014-01-27,27,January,2014,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,476,286,762
2016-01-27,27,January,2016,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,411,247,658
2014-06-03,3,June,2014,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,281,169,450
2016-06-03,3,June,2016,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,281,169,450
2013-08-25,25,August,2013,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,455,273,728
2015-08-25,25,August,2015,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,498,299,797
2013-09-16,16,September,2013,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,390,234,624
2015-09-16,16,September,2015,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,390,234,624
2013-10-14,14,October,2013,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,217,130,347
2015-10-14,14,October,2015,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,173,104,277
2013-12-16,16,December,2013,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,87,52,139
2015-12-16,16,December,2015,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,43,26,69
2014-01-17,17,January,2014,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,325,195,520
2016-01-17,17,January,2016,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,281,169,450
2014-01-29,29,January,2014,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,455,273,728
2016-01-29,29,January,2016,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,433,260,693
2014-06-14,14,June,2014,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,498,299,797
2016-06-14,14,June,2016,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,455,273,728
2014-06-19,19,June,2014,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,281,169,450
